Group,Subgroup,Student ID,Name
G-15,Subgroup 4,1388,Tyler Johnson
G-15,Subgroup 4,1379,Sania Noor
G-15,Subgroup 4,1372,Mira Sulaiman
G-15,Subgroup 5,1369,Levi Price
G-15,Subgroup 5,1376,Rory Hughes
G-15,Subgroup 5,1390,Warner Ng
G-15,Subgroup 5,1375,Noor Rani
G-15,Subgroup 5,1398,Zoe Lim
G-15,Subgroup 6,1385,Soren Wu
G-15,Subgroup 6,1386,Sung-Min Yoo
G-15,Subgroup 6,1354,Beckett Lee
G-15,Subgroup 6,1381,Shaima Binti Rahman
G-15,Subgroup 6,1357,Deepika Singh
G-15,Subgroup 7,1395,Zachary Walker
G-15,Subgroup 7,1391,Wu Bin
G-15,Subgroup 7,1397,Zhao Li
G-15,Subgroup 7,1361,Hani Susanti
G-15,Subgroup 7,1399,Zoe Lin
G-15,Subgroup 8,1351,Aditi Bhat
G-15,Subgroup 8,1359,Dominic Yang
G-15,Subgroup 8,1356,Caleb Hughes
G-15,Subgroup 8,1374,Nguyen Thi Thuy
G-15,Subgroup 8,1384,Soniya Malik
G-15,Subgroup 9,1355,Brendan James
G-15,Subgroup 9,1363,Hassan Bin Yusof
G-15,Subgroup 9,1358,Derek Tan
G-15,Subgroup 9,1377,Saki Watanabe
G-15,Subgroup 9,1389,Victoria Wang
G-15,Subgroup 10,1383,Siddharth Iyer
G-15,Subgroup 10,1394,Zachary Garcia
G-15,Subgroup 10,1382,Shanaz Iqbal
G-15,Subgroup 10,1370,Lily Ng
G-15,Subgroup 10,1366,Isha Tan
G-16,Subgroup 1,1432,Noor Jahan
G-16,Subgroup 1,1408,Derek Hill
G-16,Subgroup 1,1403,Anita Patel
G-16,Subgroup 1,1427,Maya Tan
G-16,Subgroup 1,1440,Sylvia Tan
G-16,Subgroup 2,1433,Ritika Singh
G-16,Subgroup 2,1413,Henry Cheung
G-16,Subgroup 2,1425,Mabel Turner
G-16,Subgroup 2,1411,Eva Cooper
G-16,Subgroup 2,1420,Liam Hughes
G-16,Subgroup 3,1407,Derek Bautista
G-16,Subgroup 3,1447,William Li
G-16,Subgroup 3,1402,Ami Mori
G-16,Subgroup 3,1428,Mia Clark
G-16,Subgroup 3,1448,Xiuqin
G-16,Subgroup 4,1410,Dylan Lewis
G-16,Subgroup 4,1449,Zhen Li
G-16,Subgroup 4,1438,Soo-Min Park
G-16,Subgroup 4,1429,Naina Mehta
G-16,Subgroup 4,1426,Maya Alexander
G-16,Subgroup 5,1421,Liam Reddy
G-16,Subgroup 5,1409,Durga Sharma
G-16,Subgroup 5,1444,Usman Iqbal
G-16,Subgroup 5,1418,Kathy Yip
G-16,Subgroup 5,1441,Tristan Lim
G-16,Subgroup 6,1405,Chen Wang
G-16,Subgroup 6,1422,Lihua
G-16,Subgroup 6,1406,Chloe Green
G-16,Subgroup 6,1419,Khalid Malik
G-16,Subgroup 6,1434,Samara Chang
G-16,Subgroup 7,1446,Wesley Villanueva
G-16,Subgroup 7,1424,Lydia Yip
G-16,Subgroup 7,1436,Shu Fang
G-16,Subgroup 7,1445,Wei Jie
G-16,Subgroup 7,1415,Ivan Wong
G-16,Subgroup 8,1412,Geeta Reddy
G-16,Subgroup 8,1435,Sanjana Gupta
G-16,Subgroup 8,1400,Aishwarya Nair
G-16,Subgroup 8,1416,Jane Lee
G-16,Subgroup 8,1414,Hiroshi Yamashita
G-16,Subgroup 9,1439,Sophia Davis
G-16,Subgroup 9,1401,Albert Yip
G-16,Subgroup 9,1423,Lydia Chen
G-16,Subgroup 9,1417,Jeremiah Santos
G-16,Subgroup 9,1437,Shuqi
G-16,Subgroup 10,1443,Ursula Cruz
G-16,Subgroup 10,1404,Caleb Yang
G-16,Subgroup 10,1430,Nazia Nadeem
G-16,Subgroup 10,1431,Nitin Kumar
G-16,Subgroup 10,1442,Tyson Scott
G-17,Subgroup 1,1483,Sadia Bukhari
G-17,Subgroup 1,1487,Sofia Lee
G-17,Subgroup 1,1492,Violet Zhou
G-17,Subgroup 1,1474,Minh Dao
G-17,Subgroup 1,1480,Ritika Ali
G-17,Subgroup 2,1453,Anil Mehta
G-17,Subgroup 2,1488,Tina Lim
G-17,Subgroup 2,1460,Gwen Lee
G-17,Subgroup 2,1495,Xiao Yu
G-17,Subgroup 2,1457,Evan Thomas
G-17,Subgroup 3,1467,Joshua Thomas
G-17,Subgroup 3,1490,Uriah Ramos
G-17,Subgroup 3,1459,George Wilson
G-17,Subgroup 3,1466,Jin Ho
G-17,Subgroup 3,1482,Rui Jin Tan
G-17,Subgroup 4,1476,Nash Reddy
G-17,Subgroup 4,1491,Vinay Nair
G-17,Subgroup 4,1469,Kenta Takahashi
G-17,Subgroup 4,1475,Mohammed Ali
G-17,Subgroup 4,1451,Aleksei Koval
G-17,Subgroup 5,1499,Zulaikha Binti Mohd
G-17,Subgroup 5,1478,Peiyu
G-17,Subgroup 5,1473,Meher Awan
G-17,Subgroup 5,1481,Rohan Kumar
G-17,Subgroup 5,1461,Harrison Mendoza
G-17,Subgroup 6,1450,Aaron Lee
G-17,Subgroup 6,1496,Yuna Tan
G-17,Subgroup 6,1484,Sana Johar
G-17,Subgroup 6,1462,Huifen
G-17,Subgroup 6,1463,James Tan
G-17,Subgroup 7,1456,Edison Raka
G-17,Subgroup 7,1454,Anya Mohd
G-17,Subgroup 7,1489,Toshiro Takashima
G-17,Subgroup 7,1498,Zara Mitchell
G-17,Subgroup 7,1458,Geeta Kaur
G-17,Subgroup 8,1468,Kenny Lim
G-17,Subgroup 8,1485,Scarlett Tan
G-17,Subgroup 8,1472,Maya Johnson
G-17,Subgroup 8,1455,Diyana Binti Kamar
G-17,Subgroup 8,1479,Reza Khan
G-17,Subgroup 9,1471,Maya Binti Azman
G-17,Subgroup 9,1497,Zain Ali
G-17,Subgroup 9,1493,Wang Feng
G-17,Subgroup 9,1452,Angela Zhang
G-17,Subgroup 9,1494,Wawan Kurniawan
G-17,Subgroup 10,1477,Nicolette Cruz
G-17,Subgroup 10,1464,Janet Wong
G-17,Subgroup 10,1465,Jia Ming
G-17,Subgroup 10,1486,Siti Amani
G-17,Subgroup 10,1470,Manish Joshi
G-18,Subgroup 1,1507,Chloe Chen
G-18,Subgroup 1,1546,Xiu Zhang
G-18,Subgroup 1,1522,Layla Harris
G-18,Subgroup 1,1540,Shuang
G-18,Subgroup 1,1505,Bilal Ahmed
G-18,Subgroup 2,1528,Megan Lim
G-18,Subgroup 2,1501,Amina Tariq
G-18,Subgroup 2,1543,Tessa Lee
G-18,Subgroup 2,1531,Mohan Rao
G-18,Subgroup 2,1515,Harlan Perdana
G-18,Subgroup 3,1534,Rita Sharma
G-18,Subgroup 3,1523,Lila Tan
G-18,Subgroup 3,1516,Isabella Lee
G-18,Subgroup 3,1533,Paxton Ross
G-18,Subgroup 3,1502,Arjun Rao
G-18,Subgroup 4,1537,Shahida Khan
G-18,Subgroup 4,1521,Kinsley Tsai
G-18,Subgroup 4,1538,Shan Binti
G-18,Subgroup 4,1510,Dylan Parker
G-18,Subgroup 4,1532,Pandu Setiawan
G-18,Subgroup 5,1542,Suhana Rao
G-18,Subgroup 5,1541,Sophia Thomas
G-18,Subgroup 5,1504,Ayushi Gupta
G-18,Subgroup 5,1545,Uday Singh
G-18,Subgroup 5,1514,Hao Liang Lim
G-18,Subgroup 6,1529,Min Li
G-18,Subgroup 6,1549,Zara Lim
G-18,Subgroup 6,1547,Yasmin Lee
G-18,Subgroup 6,1544,Tyler Garcia
G-18,Subgroup 6,1520,Kelly Tsang
G-18,Subgroup 7,1535,Samantha Tan
G-18,Subgroup 7,1548,Yuying Wang
G-18,Subgroup 7,1503,Athena Zhao
G-18,Subgroup 7,1519,Jonathan Sun
G-18,Subgroup 7,1525,Luca Wong
G-18,Subgroup 8,1513,Fang Mei
G-18,Subgroup 8,1536,Sana Reddy
G-18,Subgroup 8,1524,Liu Wei
G-18,Subgroup 8,1500,Adrian Lim
G-18,Subgroup 8,1526,Lucas Wright
G-18,Subgroup 9,1530,Mira Binti Yusof
G-18,Subgroup 9,1527,Maya Rani
G-18,Subgroup 9,1539,Shreya Das
G-18,Subgroup 9,1506,Brayden Hall
G-18,Subgroup 9,1509,Derek White
G-18,Subgroup 10,1511,Ella Villanueva
G-18,Subgroup 10,1508,Citra Amara
G-18,Subgroup 10,1512,Fang Ling
G-18,Subgroup 10,1517,Jackson Clark
G-18,Subgroup 10,1518,Jawad Khan
G-19,Subgroup 1,1567,Jaxon White
G-19,Subgroup 1,1591,Shanaya Tan
G-19,Subgroup 1,1571,Lucas Green
G-19,Subgroup 1,1584,Priti Mehta
G-19,Subgroup 1,1565,Gavin Zhao
G-19,Subgroup 2,1578,Nikhil Reddy
G-19,Subgroup 2,1592,Sneha Joshi
G-19,Subgroup 2,1575,Mi-Sook Kim
G-19,Subgroup 2,1553,An Nguyen
G-19,Subgroup 2,1556,Arvind Reddy
G-19,Subgroup 3,1599,Zhou Rui
G-19,Subgroup 3,1572,Mason Wilson
G-19,Subgroup 3,1596,Violeta Ong
G-19,Subgroup 3,1569,Kendrick Scott
G-19,Subgroup 3,1564,Gabriel Scott
G-19,Subgroup 4,1557,Ava Wilson
G-19,Subgroup 4,1581,Olivia Fernandez
G-19,Subgroup 4,1577,Nguyen Thi Lan
G-19,Subgroup 4,1595,Vanya Nair
G-19,Subgroup 4,1588,Rohan Shah
G-19,Subgroup 5,1562,Ella Mitchell
G-19,Subgroup 5,1582,Owais Khan
G-19,Subgroup 5,1590,Sasha Tan
G-19,Subgroup 5,1559,Chen Yu
G-19,Subgroup 5,1550,Aarav Reddy
G-19,Subgroup 6,1563,Emily White
G-19,Subgroup 6,1589,Samuel Lee
G-19,Subgroup 6,1594,Tristan Castillo
G-19,Subgroup 6,1574,Matthew Lee
G-19,Subgroup 6,1587,Rohan Gupta
G-19,Subgroup 7,1568,Jessica Martinez
G-19,Subgroup 7,1586,Qianwen
G-19,Subgroup 7,1561,Chunxiu
G-19,Subgroup 7,1579,Nina Desai
G-19,Subgroup 7,1576,Miyuki Watanabe
G-19,Subgroup 8,1593,Sushmita Roy
G-19,Subgroup 8,1573,Matthew Clark
G-19,Subgroup 8,1552,Amite Agarwal
G-19,Subgroup 8,1558,Chen Bo
G-19,Subgroup 8,1583,Ping Zhang
G-19,Subgroup 9,1560,Christopher Morris
G-19,Subgroup 9,1580,Nina Hu
G-19,Subgroup 9,1598,Zachary Li
G-19,Subgroup 9,1570,Lance Alvarado
G-19,Subgroup 9,1566,Imran Waseem
G-19,Subgroup 10,1551,Alyssa Ramirez
G-19,Subgroup 10,1597,Whitney Alvarado
G-19,Subgroup 10,1554,Ananya Kaul
G-19,Subgroup 10,1585,Qi Zhang
G-19,Subgroup 10,1555,Arunachalam Devi
G-2,Subgroup 1,1600,Aadhya Sharma
G-2,Subgroup 1,1623,Layla Collins
G-2,Subgroup 1,1648,Zain Qureshi
G-2,Subgroup 1,1639,Sophia Koh
G-2,Subgroup 1,1602,Ahmad Ramlie
G-2,Subgroup 2,1624,Lila Zhao
G-2,Subgroup 2,1642,Tina Tan
G-2,Subgroup 2,1604,Anya Chua
G-2,Subgroup 2,1641,Tanya Sharma
G-2,Subgroup 2,1603,Ali Abubakar
G-2,Subgroup 3,1605,Brianna Johnson
G-2,Subgroup 3,1613,Gisela Tan
G-2,Subgroup 3,1640,Stella Bryant
G-2,Subgroup 3,1620,Ki-Hoon Kim
G-2,Subgroup 3,1617,Izzat Bin Ibrahim
G-2,Subgroup 4,1638,Sofia Chandra
G-2,Subgroup 4,1633,Priya Gupta
G-2,Subgroup 4,1625,Lina Binti Ali
G-2,Subgroup 4,1647,Yuri Chekhov
G-2,Subgroup 4,1606,Carter Moore
G-2,Subgroup 5,1627,Mingjing
G-2,Subgroup 5,1621,Lana Turner
G-2,Subgroup 5,1626,Mei Zhao
G-2,Subgroup 5,1649,Zhengrong
G-2,Subgroup 5,1609,Derek Adams
G-2,Subgroup 6,1644,Xiu Li
G-2,Subgroup 6,1628,Mira Lin
G-2,Subgroup 6,1607,Chunhua
G-2,Subgroup 6,1616,Isaiah Turner
G-2,Subgroup 6,1634,Quinn Lee
G-2,Subgroup 7,1646,Yoshiko Mori
G-2,Subgroup 7,1614,Hanafi Bin Mohd
G-2,Subgroup 7,1637,Shirley Tan
G-2,Subgroup 7,1630,Nathaniel Adams
G-2,Subgroup 7,1615,Haroon Ali
G-2,Subgroup 8,1622,Lara Li
G-2,Subgroup 8,1611,Fatima Rani
G-2,Subgroup 8,1612,Fatima Yusof
G-2,Subgroup 8,1645,Yang Zhang
G-2,Subgroup 8,1610,Eli Walker
G-2,Subgroup 9,1629,Nadia Iqbal
G-2,Subgroup 9,1601,Addison Chen
G-2,Subgroup 9,1635,Selena Tan
G-2,Subgroup 9,1619,Jesse Bennett
G-2,Subgroup 9,1608,David Ho
G-2,Subgroup 10,1632,Patricia Wong
G-2,Subgroup 10,1636,Shalini Pillai
G-2,Subgroup 10,1631,Nguyen Thi Phuong
G-2,Subgroup 10,1643,Winston Villanueva
G-2,Subgroup 10,1618,Jasper Lim
G-20,Subgroup 1,1676,Mia Chang
G-20,Subgroup 1,1654,Cameron Hall
G-20,Subgroup 1,1662,Huang Feng
G-20,Subgroup 1,1672,Kartik Nair
G-20,Subgroup 1,1696,Yuki Tanaka
G-20,Subgroup 2,1677,Mia Wang
G-20,Subgroup 2,1692,Truong Minh Quang
G-20,Subgroup 2,1663,Huang Xin
G-20,Subgroup 2,1697,Yulianto Budi
G-20,Subgroup 2,1683,Oliver Gray
G-20,Subgroup 3,1681,Natasha Wong
G-20,Subgroup 3,1664,Huanyu
G-20,Subgroup 3,1651,Alice Liu
G-20,Subgroup 3,1665,Ishaan Mehta
G-20,Subgroup 3,1655,Emily Baker
G-20,Subgroup 4,1685,Priyanka Singh
G-20,Subgroup 4,1674,Luna Lin
G-20,Subgroup 4,1657,Gaurav Dutta
G-20,Subgroup 4,1690,Simon Li
G-20,Subgroup 4,1667,Jack Ng
G-20,Subgroup 5,1686,Quinn Rivera
G-20,Subgroup 5,1660,Harper Wright
G-20,Subgroup 5,1678,Milo Li
G-20,Subgroup 5,1658,Gina Agustina
G-20,Subgroup 5,1675,Matthew Wu
G-20,Subgroup 6,1688,Riya Chen
G-20,Subgroup 6,1680,Miyuki Kobayashi
G-20,Subgroup 6,1694,Yasir Shah
G-20,Subgroup 6,1671,Jingwen
G-20,Subgroup 6,1659,Greta Lin
G-20,Subgroup 7,1656,Emily Hill
G-20,Subgroup 7,1691,Tanvi Kapoor
G-20,Subgroup 7,1699,Zeeshan Khan
G-20,Subgroup 7,1684,Patrick Villanueva
G-20,Subgroup 7,1653,Bella Torres
G-20,Subgroup 8,1666,Ivy Chan
G-20,Subgroup 8,1693,Xiang Hong
G-20,Subgroup 8,1650,Abigail White
G-20,Subgroup 8,1669,Jasmine Hall
G-20,Subgroup 8,1673,Kazuko Watanabe
G-20,Subgroup 9,1668,Jaden Walker
G-20,Subgroup 9,1695,Yoshiko Taniguchi
G-20,Subgroup 9,1679,Mi-Ya Kim
G-20,Subgroup 9,1670,Jin Ping
G-20,Subgroup 9,1682,Nguyen Huu Phuc
G-20,Subgroup 10,1652,Ayush Desai
G-20,Subgroup 10,1661,Hiroshi Kobayashi
G-20,Subgroup 10,1698,Yuna Tanaka
G-20,Subgroup 10,1689,Sanjay Tan
G-20,Subgroup 10,1687,Raghav Sharma
G-21,Subgroup 1,1701,Ananya Jain
G-21,Subgroup 1,1719,Kai Li Tan
G-21,Subgroup 1,1749,Zoe Turner
G-21,Subgroup 1,1705,Boris Sergeyevich
G-21,Subgroup 1,1710,Dylan Walker
G-21,Subgroup 2,1709,Demi Zhao
G-21,Subgroup 2,1735,Rebecca Ong
G-21,Subgroup 2,1745,Zahra Nabila
G-21,Subgroup 2,1703,Beckett Liu
G-21,Subgroup 2,1704,Bodhi Li
G-21,Subgroup 3,1727,Neelam Agarwal
G-21,Subgroup 3,1732,Pooja Sinha
G-21,Subgroup 3,1721,Katherine Lee
G-21,Subgroup 3,1723,Leo Turner
G-21,Subgroup 3,1711,Gage Cooper
G-21,Subgroup 4,1728,Neha Patel
G-21,Subgroup 4,1720,Kali Chang
G-21,Subgroup 4,1746,Zara Tan
G-21,Subgroup 4,1738,Samuel Tan
G-21,Subgroup 4,1724,Liam Mitchell
G-21,Subgroup 5,1726,Moxie Lin
G-21,Subgroup 5,1733,Rania Hussain
G-21,Subgroup 5,1730,Pooja Aggarwal
G-21,Subgroup 5,1713,Hassan Nawaz
G-21,Subgroup 5,1747,Zhao Wei Lim
G-21,Subgroup 6,1741,Siti Aisyah Binti Ibrahim
G-21,Subgroup 6,1740,Sita Sharma
G-21,Subgroup 6,1743,Ursula Ng
G-21,Subgroup 6,1717,Jin Hua
G-21,Subgroup 6,1706,Calvin Bell
G-21,Subgroup 7,1702,Aria Rogers
G-21,Subgroup 7,1725,Mei Ling Ong
G-21,Subgroup 7,1714,Helena Lam
G-21,Subgroup 7,1718,Joseph Lee
G-21,Subgroup 7,1729,Noel Pineda
G-21,Subgroup 8,1739,Sharon Tan
G-21,Subgroup 8,1731,Pooja Joshi
G-21,Subgroup 8,1742,Sonya Khanna
G-21,Subgroup 8,1737,Sameer Khan
G-21,Subgroup 8,1734,Raymond Lim
G-21,Subgroup 9,1748,Zhaohui
G-21,Subgroup 9,1744,Yvonne Tan
G-21,Subgroup 9,1707,Chloe Collins
G-21,Subgroup 9,1708,Dante Li
G-21,Subgroup 9,1716,Jaxon Bennett
G-21,Subgroup 10,1715,Ivy Wong
G-21,Subgroup 10,1712,Hanh Nguyen
G-21,Subgroup 10,1700,Aarav Mehta
G-21,Subgroup 10,1722,Kevin Lee
G-21,Subgroup 10,1736,Rio Yang
G-22,Subgroup 1,1780,Nurul Izzati
G-22,Subgroup 1,1797,Zhang Lian
G-22,Subgroup 1,1771,Kenneth Tan
G-22,Subgroup 1,1759,Brielle Scarlett
G-22,Subgroup 1,1753,Alia Bin Zul
G-22,Subgroup 2,1783,Putri Ayu
G-22,Subgroup 2,1752,Aaron White
G-22,Subgroup 2,1751,Aarohi Kapoor
G-22,Subgroup 2,1791,Thuy Le
G-22,Subgroup 2,1779,Ningzhi
G-22,Subgroup 3,1788,Serena Chang
G-22,Subgroup 3,1798,Zhi Zhen
G-22,Subgroup 3,1754,Alia Binti Mohd
G-22,Subgroup 3,1769,Jonathan Ramirez
G-22,Subgroup 3,1773,Liam Young
G-22,Subgroup 4,1789,Shi Lian
G-22,Subgroup 4,1782,Paloma Chang
G-22,Subgroup 4,1763,Emily Nguyen
G-22,Subgroup 4,1793,Viola Lim
G-22,Subgroup 4,1785,Rina Devi
G-22,Subgroup 5,1774,Lucy Cooper
G-22,Subgroup 5,1761,Cassandra Tan
G-22,Subgroup 5,1790,Soniya Bhatia
G-22,Subgroup 5,1757,Ariana Cox
G-22,Subgroup 5,1799,Zoe Wang
G-22,Subgroup 6,1760,Carter White
G-22,Subgroup 6,1766,Harini Rao
G-22,Subgroup 6,1764,Eugene Lim
G-22,Subgroup 6,1784,Raghav Singh
G-22,Subgroup 6,1777,Natasha Ng
G-22,Subgroup 7,1762,Cristian Martinez
G-22,Subgroup 7,1770,Joni Chang
G-22,Subgroup 7,1756,Andrew Yang
G-22,Subgroup 7,1765,Hani Binti Ahmad
G-22,Subgroup 7,1750,Aamir Khan
G-22,Subgroup 8,1781,Omer Shah
G-22,Subgroup 8,1772,Kenshin Nakamura
G-22,Subgroup 8,1758,Asher Young
G-22,Subgroup 8,1776,Min-Seo Park
G-22,Subgroup 8,1778,Neelam Sharma
G-22,Subgroup 9,1795,Yao Liu
G-22,Subgroup 9,1786,Rohan Chaudhary
G-22,Subgroup 9,1767,Hugo Lee
G-22,Subgroup 9,1775,Mei Ling
G-22,Subgroup 9,1787,Samuel Davis
G-22,Subgroup 10,1796,Zain Bin Mohd
G-22,Subgroup 10,1792,Upton Reyes
G-22,Subgroup 10,1768,Jameelah Binti Ali
G-22,Subgroup 10,1755,Andrew Cheung
G-22,Subgroup 10,1794,Weimin
G-23,Subgroup 1,1802,Anya Chen
G-23,Subgroup 1,1806,Cleo Carter
G-23,Subgroup 1,1833,Rhea Mehta
G-23,Subgroup 1,1841,Xiao Ling
G-23,Subgroup 1,1822,Lucas Wang
G-23,Subgroup 2,1819,Kira Cruz
G-23,Subgroup 2,1808,Ella Liu
G-23,Subgroup 2,1849,Zheng Yu Lim
G-23,Subgroup 2,1823,Luna Phillips
G-23,Subgroup 2,1848,Zac Johnson
G-23,Subgroup 3,1845,Yu Zhang
G-23,Subgroup 3,1813,Jamilah Binti Rahman
G-23,Subgroup 3,1831,Oksana Sergeyevna
G-23,Subgroup 3,1828,Neha Reddy
G-23,Subgroup 3,1812,Hiroki Tanaka
G-23,Subgroup 4,1826,Nai Li
G-23,Subgroup 4,1829,Ningqi
G-23,Subgroup 4,1811,Gregory Wong
G-23,Subgroup 4,1844,Ying Li
G-23,Subgroup 4,1805,Carlito Morales
G-23,Subgroup 5,1816,Jia Chen
G-23,Subgroup 5,1834,Rida Javed
G-23,Subgroup 5,1807,Elaine Tan
G-23,Subgroup 5,1842,Yanzhi
G-23,Subgroup 5,1803,Benjamin Lee
G-23,Subgroup 6,1835,Sabrina Binti Ismail
G-23,Subgroup 6,1837,Tanya Bhatia
G-23,Subgroup 6,1814,Jasper Chen
G-23,Subgroup 6,1836,Siti Wong
G-23,Subgroup 6,1827,Nash Zhao
G-23,Subgroup 7,1847,Yuzhi
G-23,Subgroup 7,1809,Eric Lim
G-23,Subgroup 7,1821,Lihua
G-23,Subgroup 7,1810,Evelyn Adams
G-23,Subgroup 7,1830,Nishant Kapoor
G-23,Subgroup 8,1818,Joshua Li
G-23,Subgroup 8,1843,Yasmin Reddy
G-23,Subgroup 8,1801,Amina Binti Ali
G-23,Subgroup 8,1825,Mason Miller
G-23,Subgroup 8,1839,Vincent Lopez
G-23,Subgroup 9,1824,Manoj Menon
G-23,Subgroup 9,1820,Liam Carter
G-23,Subgroup 9,1804,Brielle Lin
G-23,Subgroup 9,1838,Victoria Sanchez
G-23,Subgroup 9,1840,Wyatt Reed
G-23,Subgroup 10,1846,Yuan Rui
G-23,Subgroup 10,1832,Owen Garcia
G-23,Subgroup 10,1817,Jin Wei
G-23,Subgroup 10,1815,Jaxon Jenkins
G-23,Subgroup 10,1800,Ahsan Shah
G-24,Subgroup 1,1894,Vikram Gupta
G-24,Subgroup 1,1870,Kieran Yip
G-24,Subgroup 1,1871,Kuan Tan
G-24,Subgroup 1,1893,Tiffany Chua
G-24,Subgroup 1,1850,Aaliyah Santos
G-24,Subgroup 2,1895,Wei Lin Tan
G-24,Subgroup 2,1899,Zhen Li
G-24,Subgroup 2,1873,Lucas Zhang
G-24,Subgroup 2,1875,Meera Nair
G-24,Subgroup 2,1853,Althea Reyes
G-24,Subgroup 3,1854,Ankit Joshi
G-24,Subgroup 3,1857,Daniel Johnson
G-24,Subgroup 3,1892,Tian Yu
G-24,Subgroup 3,1877,Mia Moore
G-24,Subgroup 3,1876,Melody Tan
G-24,Subgroup 4,1861,Eko Supriyanto
G-24,Subgroup 4,1869,Jovian Huang
G-24,Subgroup 4,1858,David Tan
G-24,Subgroup 4,1865,Isha Rani
G-24,Subgroup 4,1882,Nira Nair
G-24,Subgroup 5,1851,Aiden Chan
G-24,Subgroup 5,1896,Wen Jin Tan
G-24,Subgroup 5,1872,Kumar Nair
G-24,Subgroup 5,1890,Sylvia Liu
G-24,Subgroup 5,1886,Piper Rivera
G-24,Subgroup 6,1866,Jack Murphy
G-24,Subgroup 6,1889,Silas Yang
G-24,Subgroup 6,1860,Dustin Yang
G-24,Subgroup 6,1880,Naina Choudhury
G-24,Subgroup 6,1891,Tahira Ali
G-24,Subgroup 7,1883,Oliver Li
G-24,Subgroup 7,1881,Nathan Wu
G-24,Subgroup 7,1864,Irfan Khan
G-24,Subgroup 7,1867,Jasmine Reed
G-24,Subgroup 7,1852,Alisha Tan
G-24,Subgroup 8,1868,Johan Sari
G-24,Subgroup 8,1859,Dustin Chen
G-24,Subgroup 8,1898,Zhang Lian
G-24,Subgroup 8,1879,Monica Yeo
G-24,Subgroup 8,1878,Mia Thomas
G-24,Subgroup 9,1884,Owen Prabowo
G-24,Subgroup 9,1863,Guo Wei
G-24,Subgroup 9,1862,Ethan Jones
G-24,Subgroup 9,1874,Maya Scott
G-24,Subgroup 9,1897,Willow Chang
G-24,Subgroup 10,1856,Damon Carter
G-24,Subgroup 10,1885,Owen Yip
G-24,Subgroup 10,1888,Shila Binti Ali
G-24,Subgroup 10,1855,Claire Jenkins
G-24,Subgroup 10,1887,Qiming
G-25,Subgroup 1,1900,Adeline Ramirez
G-25,Subgroup 1,1922,Linda Tan
G-25,Subgroup 1,1926,Lydia White
G-25,Subgroup 1,1902,Akira Fujimoto
G-25,Subgroup 1,1935,Nishant Kumar
G-25,Subgroup 2,1907,Dahlia Morales
G-25,Subgroup 2,1944,Wei Ling
G-25,Subgroup 2,1928,Meera Prasad
G-25,Subgroup 2,1948,Zheng Yang
G-25,Subgroup 2,1946,Yannick Dela Cruz
G-25,Subgroup 3,1949,Zoe Johnson
G-25,Subgroup 3,1903,Ananya Reddy
G-25,Subgroup 3,1943,Shafika Binti Mohd
G-25,Subgroup 3,1940,Sanjay Nair
G-25,Subgroup 3,1910,Devon Tan
G-25,Subgroup 4,1925,Lydia Kim
G-25,Subgroup 4,1920,Katherine Tan
G-25,Subgroup 4,1906,Cathy Li
G-25,Subgroup 4,1913,Eric Anderson
G-25,Subgroup 4,1908,Daniel Wu
G-25,Subgroup 5,1927,Maya Reddy
G-25,Subgroup 5,1936,Nora Wang
G-25,Subgroup 5,1921,Kira Tan
G-25,Subgroup 5,1918,Jason Lim
G-25,Subgroup 5,1912,Eddie Kwan
G-25,Subgroup 6,1941,Sanya Ali
G-25,Subgroup 6,1939,Sahara Chen
G-25,Subgroup 6,1933,Natsuki Sato
G-25,Subgroup 6,1929,Min Jie Lim
G-25,Subgroup 6,1919,Kareem Shah
G-25,Subgroup 7,1924,Luna Liu
G-25,Subgroup 7,1947,Yue Ling
G-25,Subgroup 7,1931,Nancy Liu
G-25,Subgroup 7,1909,Dante Zhang
G-25,Subgroup 7,1945,William Yip
G-25,Subgroup 8,1934,Nicole Lee
G-25,Subgroup 8,1914,Fiona Wong
G-25,Subgroup 8,1932,Natalie Ramirez
G-25,Subgroup 8,1917,Jackson Adams
G-25,Subgroup 8,1938,Ronald Tan
G-25,Subgroup 9,1901,Aisyah Mohd
G-25,Subgroup 9,1923,Liyana Binti Mohd
G-25,Subgroup 9,1937,Pooja Iyer
G-25,Subgroup 9,1942,Shafeeq Bin Ahmad
G-25,Subgroup 9,1905,Carl Li
G-25,Subgroup 10,1915,Giovanna Chen
G-25,Subgroup 10,1911,Disha Sharma
G-25,Subgroup 10,1930,Mira Singh
G-25,Subgroup 10,1904,Caleb Murphy
G-25,Subgroup 10,1916,Isaac Chen
G-26,Subgroup 1,1956,Diya Singh
G-26,Subgroup 1,1999,Zoe Sanchez
G-26,Subgroup 1,1975,Kelsey Lim
G-26,Subgroup 1,1995,Vera Tan
G-26,Subgroup 1,1997,Yifan
G-26,Subgroup 2,1983,Naomi Chen
G-26,Subgroup 2,1961,Fatin Binti Ahmad
G-26,Subgroup 2,1978,Layla Evans
G-26,Subgroup 2,1955,Desmond Tan
G-26,Subgroup 2,1998,Yuri Li
G-26,Subgroup 3,1993,Sophie Chua
G-26,Subgroup 3,1966,Hira Bukhari
G-26,Subgroup 3,1964,Hafsa Khan
G-26,Subgroup 3,1958,Eric Long
G-26,Subgroup 3,1971,James Zhao
G-26,Subgroup 4,1951,Anita Khanna
G-26,Subgroup 4,1972,Jasmine Yeo
